#DatabaseID	DiseaseName
OMIM_304700	Mohr-Tranebjaerg syndrome
OMIM_619871	Corneal dystrophy, punctiform and polychromatic pre-Descemet
OMIM_615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2
OMIM_606545	Ichthyosis, congenital, autosomal recessive 3
OMIM_251945	Mitochondrial myopathy with A defect in mitochondrial-protein transport
OMIM_176500	Cerebral amyloid angiopathy, itm2b-related, 1
OMIM_619460	Luo-Schoch-Yamamoto syndrome
OMIM_617235	Myoclonus, intractable, neonatal
OMIM_312840	Schimke X-linked mental retardation syndrome
OMIM_614055	Acetyl-Coa acetyltransferase-2 deficiency
OMIM_119300	van der Woude syndrome 1
OMIM_619146	Premature ovarian failure 17
OMIM_617121	Joubert syndrome 28
OMIM_270350	SKUNK N-BUTYLMERCAPTAN, INABILITY TO SMELL
OMIM_613606	Forsythe-Wakeling syndrome
OMIM_240400	HYPOASCORBEMIA
OMIM_613720	Epileptic encephalopathy, early infantile, 7
OMIM_617270	Mental retardation, autosomal recessive 58
OMIM_616433	Immunodeficiency 40
OMIM_619718	Hypogonadotropic hypogonadism 26 with or without anosmia
OMIM_618848	Muscular dystrophy, limb-girdle, autosomal recessive 26
OMIM_610069	Polyposis syndrome, hereditary mixed, 2
OMIM_617306	Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness
OMIM_607004	Brachydactyly, type A1, B
OMIM_610612	Leber congenital amaurosis 12
OMIM_614131	Focal segmental glomerulosclerosis 6
OMIM_616436	Epilepsy, familial temporal lobe, 7
OMIM_256731	Ceroid lipofuscinosis, neuronal, 5
OMIM_611451	Deafness, autosomal recessive 63
OMIM_609308	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1
OMIM_608030	Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia
OMIM_616039	Charcot-Marie-Tooth disease, recessive intermediate D
OMIM_603204	Epilepsy, nocturnal frontal lobe, 2
OMIM_614172	Immunodeficiency 21
OMIM_147530	Insensitivity to pain with hyperplastic myelinopathy
OMIM_613530	Muscular dystrophy, limb-girdle, type 1H
OMIM_164280	Feingold syndrome 1
OMIM_615842	Spermatogenic failure 14
OMIM_180849	Rubinstein-Taybi syndrome 1
OMIM_612937	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15
OMIM_609153	Pseudohyperkalemia, familial, 2, due to red cell leak
OMIM_619735	Spastic paraplegia 86, autosomal recessive
OMIM_268300	Roberts syndrome
OMIM_202700	Neutropenia, severe congenital, 1, autosomal dominant
OMIM_253010	Mucopolysaccharidosis type IVB (Morquio)
OMIM_614927	Ectodermal dysplasia 5, Hair/nail type
OMIM_614916	Ventricular tachycardia, catecholaminergic polymorphic, 4
OMIM_301022	Neurodevelopmental disorder, X-linked, with craniofacial abnormalities
OMIM_147060	Hyper-IgE recurrent infection syndrome
OMIM_135500	Zimmermann-Laband syndrome 1
OMIM_607841	Deafness, autosomal dominant 48
OMIM_619694	Developmental delay with variable neurologic and brain abnormalities
OMIM_614380	Complement component 4A deficiency
OMIM_619223	Immunodeficiency 77
OMIM_614702	Combined oxidative phosphorylation deficiency 10
OMIM_616145	Catel-Manzke syndrome
OMIM_612225	Maturity-onset diabetes of the young, type IX
OMIM_609528	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome
OMIM_300971	Bartter syndrome, type 5, antenatal, transient
OMIM_612359	Cowden-Like syndrome
OMIM_149000	Klippel-Trenaunay-Weber syndrome
OMIM_147421	Inclusion body myositis
OMIM_300814	Nystagmus 6, congenital, X-linked
OMIM_226800	Epilepsy, photogenic, with spastic diplegia and mental retardation
OMIM_614940	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant
OMIM_614816	Loeys-Dietz syndrome 4
OMIM_619113	COACH syndrome 3
OMIM_619761	Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism
OMIM_613803	Meier-Gorlin syndrome 3
OMIM_251800	Microtia with meatal atresia and conductive deafness
OMIM_615436	Aortic aneurysm, familial thoracic 8
OMIM_253260	Biotinidase deficiencymultiple carboxylase deficiency, late-onset
OMIM_267750	Knobloch syndrome, type 1
OMIM_606164	Diamond-Blackfan anemia 15 with mandibulofacial dysostosis
OMIM_135800	Fibula, recurrent dislocation of head of
OMIM_613544	Chromosome 6q11-q14 deletion syndrome
OMIM_136800	Corneal dystrophy, fuchs endothelial, 1
OMIM_158300	Arthrogryposis, distal, type 7
OMIM_619063	Mitochondrial complex IV deficiency, nuclear type 19
OMIM_145200	Hyperpigmentation of fuldauer and kuijpers
OMIM_608219	Deafness, congenital neurosensory, autosomal recessive 38
OMIM_274500	Thyroid hormonogenesis, genetic defect in, 2A
OMIM_185800	Symphalangism, proximal, 1A
OMIM_615059	Hypotrichosis 11
OMIM_617525	Erythrokeratodermia variabilis et progressiva 3
OMIM_606482	Charcot-Marie-Tooth disease, dominant intermediate B
OMIM_194350	Wt limb-blood syndrome
OMIM_300082	Cognitive function 1, social
OMIM_164200	Oculodentodigital dysplasia
OMIM_615688	Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome
OMIM_618284	Microcephaly, cataracts, impaired intellectual development, and dystonia with abnormal striatum
OMIM_300484	Orofaciodigital syndrome VIII
OMIM_619826	Spermatogenic failure 69
OMIM_613744	Spastic paraplegia 51, autosomal recessive
OMIM_606068	Retinitis pigmentosa 28
OMIM_300807	Thrombophilia, X-linked, due to factor IX defect
OMIM_175900	Porokeratosis 3, multiple types
OMIM_300802	Mental retardation, X-linked 96
OMIM_619964	Developmental delay, impaired speech, and behavioral abnormalities
OMIM_615871	Epileptic encephalopathy, early infantile, 24
OMIM_615616	Arrhythmogenic right ventricular dysplasia, familial, 13
OMIM_617041	Duane retraction syndrome 3 with or without deafness
OMIM_177000	Protoporphyria, erythropoietic, 1
OMIM_607458	Spinocerebellar ataxia 18
OMIM_617343	Hyperparathyroidism 4
OMIM_610131	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4
OMIM_615476	Epileptic encephalopathy, early infantile, 18
OMIM_180104	Retinitis pigmentosa 9
OMIM_617965	Spermatogenic failure 27
OMIM_604864	Osteoarthritis with mild chondrodysplasia
OMIM_613875	Cardiomyopathy, familial hypertrophic, 19
OMIM_105400	Amyotrophic lateral sclerosis 1
OMIM_172880	Pierre Robin syndrome and oligodactyly
OMIM_218030	Apparent mineralocorticoid excess
OMIM_614679	Ciliary dyskinesia, primary, 17
OMIM_312060	Properdin deficiency, X-linked
OMIM_610338	Right pulmonary artery, anomalous origin of, familial
OMIM_607932	Microphthalmia, syndromic 6
OMIM_217085	Congenital heart defects, hamartomas of tongue, and polysyndactyly
OMIM_131200	Endometriosis, susceptibility to, 1
OMIM_203780	Alport syndrome 2, autosomal recessive
OMIM_615637	Intellectual developmental disorder, autosomal recessive 41
OMIM_615451	Ciliary dyskinesia, primary, 23
OMIM_603546	Spondyloepimetaphyseal dysplasia with joint laxity, type 2
OMIM_121900	Groenouw type I corneal dystrophy
OMIM_617409	Diamond-Blackfan anemia 17
OMIM_300911	Parkinsonism with spasticity, X-linked
OMIM_615402	Dyschromatosis universalis hereditaria 3
OMIM_617951	Leukodystrophy, hypomyelinating, 15
OMIM_613174	Chromosome 5p13 duplication syndrome
OMIM_617912	Congenital heart defects, multiple types, 5
OMIM_266900	Senior-Loken syndrome 1
OMIM_618451	Neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia
OMIM_256500	Netherton syndrome
OMIM_109000	AURICULOOSTEODYSPLASIA
OMIM_618840	Alopecia-mental retardation syndrome 4
OMIM_260910	Perifolliculitis capitis abscedens et suffodiens, familial
OMIM_193500	Waardenburg syndrome, type 1
OMIM_126320	Distichiasis with congenital anomalies of the heart and peripheral
OMIM_617799	Intellectual developmental disorder, autosomal dominant 54
OMIM_618430	Developmental delay with variable intellectual impairment and behavioral abnormalities
OMIM_618106	Intellectual developmental disorder, autosomal dominant 58
OMIM_600121	Rhizomelic chondrodysplasia punctata, type 3
OMIM_614482	Congenital cataracts, hearing loss, and neurodegeneration
OMIM_611588	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4
OMIM_214100	Peroxisome biogenesis disorder 1A (Zellweger)
OMIM_161500	Nasal groove, familial transverse
OMIM_212710	Cataract-Ataxia-Deafness-Retardation syndrome
OMIM_115196	Cardiomyopathy, familial hypertrophic, 3
OMIM_619793	Restrictive dermopathy 2
OMIM_178650	Pulmonic stenosis, atrial septal defect, and unique electrocardiographicabnormalities
OMIM_619773	Immunodeficiency 95
OMIM_615034	Dystonia 24
OMIM_106260	Ankyloblepharon-Ectodermal defects-cleft lip/palate
OMIM_129810	Ectrodactyly and ectodermal dysplasia without cleft lip/palate
OMIM_619314	Buratti-Harel syndrome
OMIM_248010	Macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance
OMIM_616335	Microcephaly and chorioretinopathy, autosomal recessive, 3
OMIM_179000	Purpura simplex
OMIM_214900	Cholestasis-Lymphedema syndrome
OMIM_171000	Peyronie disease
OMIM_251290	Band-Like calcification with simplified gyration and polymicrogyria
OMIM_115080	Cardiac conduction defectsudden cardiac death, included
OMIM_618298	Developmental and epileptic encephalopathy 70
OMIM_204750	Alpha-aminoadipic and alpha-ketoadipic aciduria
OMIM_150260	Laryngeal abductor paralysis
OMIM_614706	Ceroid lipofuscinosis, neuronal, 11
OMIM_208085	Arthrogryposis, renal dysfunction, and cholestasis 1
OMIM_139210	Myhre syndrome
OMIM_105600	Anemia, dyserythropoietic congenital, type III
OMIM_184300	Spondylosis, cervical
OMIM_617024	Night blindness, congenital stationary, type 1H
OMIM_616140	Leukodystrophy, hypomyelinating, 9
OMIM_619121	Neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities
OMIM_305690	Genitourinary tract anomalies
OMIM_613179	Immunodeficiency due to purine nucleoside phosphorylase deficiency
OMIM_162200	Neurofibromatosis, type I
OMIM_176450	Currarino syndrome
OMIM_169500	Leukodystrophy, adult-onset, autosomal dominant
OMIM_618161	Joubert syndrome 35
OMIM_120450	Comedones, familial dyskeratotic
OMIM_154700	Marfan syndrome
OMIM_614976	Carpenter syndrome 2
OMIM_190400	Trigeminal neuralgia
OMIM_616400	Palmoplantar keratoderma, nonepidermolytic, focal 2
OMIM_618120	Mitochondrial complex V (ATP synthase) deficiency nuclear type 5
OMIM_268315	Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction
OMIM_613869	Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related
OMIM_600977	Cone-Rod dystrophy 5
OMIM_616457	Epileptic encephalopathy, early infantile, 50
OMIM_208920	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia
OMIM_618329	Combined oxidative phosphorylation deficiency 37
OMIM_269000	Sc phocomelia syndrome
OMIM_616127	Spinocerebellar ataxia, autosomal recessive 17
OMIM_613471	Reynolds syndrome
OMIM_615527	Candidiasis, familial, 8
OMIM_615386	Spinocerebellar ataxia, autosomal recessive 14
OMIM_614212	Encephalopathy, acute, infection-induced, susceptibility to, 4
OMIM_618458	Knobloch syndrome 2
OMIM_237550	Hyperbilirubinemia, conjugated, type III
OMIM_250940	Homocystinuria-megaloblastic anemia, cblg Complementation type
OMIM_270425	Sodium-Potassium-Atpase activity of red cell
OMIM_617808	Coffin-siris syndrome 6
OMIM_606176	Diabetes mellitus, permanent neonatal 1
OMIM_147891	Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension
OMIM_258360	Onychotrichodysplasia and neutropenia
OMIM_212130	Cardiomyopathy associated with myopathy and sudden death
OMIM_168800	Parotidomegaly, hereditary bilateral
OMIM_206570	Angiomatosis, diffuse corticomeningeal, of divry and van bogaert
OMIM_617119	Bardet-Biedl syndrome 22
OMIM_174050	Polycystic liver disease 1 with or without kidney cysts
OMIM_600343	Parotid salivary glands, polycystic dysgenetic disease of
OMIM_166750	Otodental dysplasia
OMIM_617156	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)
OMIM_612348	Thrombophilia due to decreased release of tissue plasminogen
OMIM_158900	Facioscapulohumeral muscular dystrophy 1
OMIM_300619	Cataract, ataxia, short stature, and mental retardation
OMIM_601004	Portal vein, cavernous transformation of
OMIM_618160	Isolated growth hormone deficiency, type V
OMIM_118830	Chylomicronemia, familial, due to circulating inhibitor of lipoproteinlipase
OMIM_615512	Triosephosphate isomerase deficiency
OMIM_107700	Appendicitis, proneness to
OMIM_248450	Manitoba oculotrichoanal syndrome
OMIM_182410	Sneddon syndrome
OMIM_242900	Immunoosseous dysplasia, Schimke type
OMIM_259610	Osteolysis syndrome, recessive
OMIM_614280	Epilepsy, juvenile myoclonic, susceptibility to, 9
OMIM_617527	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies
OMIM_129840	Edema, familial idiopathic, prepubertal
OMIM_605115	Hypertension, early-onset, autosomal dominant, with severe exacerbationin pregnancy
OMIM_613029	Glioma susceptibility 3
OMIM_601216	Dental anomalies and short stature
OMIM_234200	Neurodegeneration with brain iron accumulation 1
OMIM_256450	Hyperinsulinemic hypoglycemia, familial, 1
OMIM_613677	Hyperaldosteronism, familial, type III
OMIM_615233	Retinitis pigmentosa 66
OMIM_619599	Epidermolysis bullosa simplex 2D, generalized, intermediate or severe, autosomal recessive
OMIM_120100	Familial cold inflammatory syndrome 1
OMIM_619909	Pontocerebellar hypoplasia, type 17
OMIM_615453	Mitochondrial complex III deficiency, nuclear type 6
OMIM_277580	Waardenburg-Shah syndrome
OMIM_300582	Short stature, idiopathic familial
OMIM_540000	Mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes
OMIM_614672	Cardiomyopathy, dilated, 2B
OMIM_113300	Brachydactyly, type E
OMIM_617169	Intellectual developmental disorder, autosomal recessive 74
OMIM_608224	Deafness, autosomal dominant 41
OMIM_618527	Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features
OMIM_223000	Lactase deficiency, congenital
OMIM_238340	HYPERLEUCINE-ISOLEUCINEMIA
OMIM_619112	Neuropathy, distal hereditary motor, type VC
OMIM_616833	Paget disease of bone 6
OMIM_194190	Wolf-Hirschhorn syndrome
OMIM_614181	Retinitis pigmentosa 62
OMIM_610992	Phosphoserine aminotransferase deficiency
OMIM_163100	Nevus flammeus of nape of neck
OMIM_612474	Chromosome 1q21.1 deletion syndrome, 1.35-mb
OMIM_619991	Liver disease, severe congenital
OMIM_619051	Mitochondrial complex IV deficiency, nuclear type 7
OMIM_617330	Hypotonia, ataxia, and delayed development syndrome
OMIM_246570	Fibular aplasia, tibial campomelia, and oligosyndactyly syndrome
OMIM_185020	Cryohydrocytosis
OMIM_615722	Bosch-Boonstra-Schaaf optic atrophy syndrome
OMIM_615758	Immunodeficiency 22
OMIM_616222	Temple syndrome
OMIM_600145	Sacral defect with anterior meningocele
OMIM_602475	Ossification of the posterior longitudinal ligament of spine
OMIM_613855	Episodic ataxia, type 5
OMIM_615716	Hyperphosphatasia with impaired intellectual development syndrome 4
OMIM_614077	Hermansky-Pudlak syndrome 8
OMIM_161200	Nail-Patella syndrome
OMIM_619603	Galloway-Mowat syndrome 9
OMIM_258320	Omphalocele-Cleft palate syndrome, lethal
OMIM_249660	Mesangial sclerosis, diffuse renal, with ocular abnormalities
OMIM_615363	Estrogen resistance
OMIM_600546	Intrauterine growth retardation with increased mitomycin C sensitivity
OMIM_136120	Fish-Eye disease
OMIM_615342	Pulmonary hypertension, primary, 2
OMIM_118420	Chiari malformation type I
OMIM_207770	Aprosencephaly syndrome
OMIM_157600	Mirror movements 1
OMIM_166700	Buschke-Ollendorff syndrome
OMIM_620072	Diamond-Blackfan anemia 21
OMIM_619698	Mucopolysaccharidosis, type X
OMIM_301066	Intellectual developmental disorder, X-linked, syndromic, with pigmentary mosaicism and coarse facies
OMIM_608907	Alzheimer disease 9, susceptibility to
OMIM_162500	Neuropathy, hereditary, with liability to pressure palsies
OMIM_228400	Fever, familial lifelong persistent
OMIM_263200	Polycystic kidney disease 4 with or without polycystic liver disease
OMIM_236670	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1
OMIM_618436	Arthrogryposis, distal, type 2B3
OMIM_612089	Hypophosphatemic rickets and hyperparathyroidism
OMIM_233910	Hyperphenylalaninemia, BH4-deficient, B
OMIM_613385	Autoimmune disease, multisystem, with facial dysmorphism
OMIM_265500	Pulmonic stenosis
OMIM_610678	Combined oxidative phosphorylation deficiency 4
OMIM_614826	Nystagmus 7, congenital, autosomal dominant
OMIM_243320	Intrinsic factor and R binder, combined congenital deficiency of
OMIM_182920	Myopathy, spheroid body
OMIM_619762	Kury-Isidor syndrome
OMIM_616050	Autoinflammation with infantile enterocolitis
OMIM_214300	Klippel-Feil syndrome, autosomal recessive
OMIM_606840	Faciomandibular myoclonus, nocturnal
OMIM_618138	Muscular dystrophy, limb-girdle, autosomal recessive 23
OMIM_612165	Retinitis pigmentosa 29
OMIM_608643	Aromatic L-amino acid decarboxylase deficiency
OMIM_619539	Neuroocular syndrome
OMIM_603511	Muscular dystrophy, limb-girdle, type 1E
OMIM_187510	Tetramelic monodactyly
OMIM_608779	Congenital disorder of glycosylation, type IIe
OMIM_165590	Orofaciodigital syndrome X
OMIM_618074	Epilepsy, familial adult myoclonic, 6
OMIM_243700	Hyper-Ige recurrent infection syndrome, autosomal recessive
OMIM_300984	Mental retardation, X-linked 105
OMIM_609352	Epidermolysis bullosa simplex 2E, with migratory circinate erythema
OMIM_101805	Acrofacial dysostosis, Catania type
OMIM_613950	Schizophrenia 15
OMIM_617698	3-methylglutaconic aciduria, type IX
OMIM_604321	Microcephaly 4, primary, autosomal recessive
OMIM_611907	Episodic ataxia, type 7
OMIM_312150	Multiple pterygium syndrome, X-linked
OMIM_106500	Annular erythema
OMIM_227650	Fanconi anemia
OMIM_616812	Muscular dystrophy, limb-girdle, autosomal recessive 25
OMIM_617574	Ichthyosis, congenital, autosomal recessive 13
OMIM_614097	Acatalasemia
OMIM_610198	3-@methylglutaconic aciduria, type V
OMIM_613750	Retinitis pigmentosa 27
OMIM_105805	Aneurysm of interventricular septum
OMIM_616687	Charcot-Marie-Tooth disease, axonal, type 2Y
OMIM_147770	Johnson neuroectodermal syndrome
OMIM_270300	Peeling skin syndrome 1
OMIM_615851	Pontocerebellar hypoplasia, type 2E
OMIM_258480	Opsismodysplasia
OMIM_607624	Griscelli syndrome, type 2
OMIM_119540	Cleft palate, isolated
OMIM_619786	Epidermolysis bullosa, junctional 3B, severe
OMIM_617072	Muscular dystrophy, limb-girdle, type 2Y
OMIM_618529	Robinow syndrome, autosomal recessive 2
OMIM_617069	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3
OMIM_614335	Arthrogryposis, distal, type 1B
OMIM_619935	Immunodeficiency 106, susceptibility to viral infections
OMIM_614651	Coenzyme Q10 deficiency, primary, 2
OMIM_191650	URETEROCELE
OMIM_609255	Febrile seizures, familial, 5
OMIM_618655	Myopathy, distal, 6, adult onset
OMIM_615066	Osteogenesis imperfecta, type XIV
OMIM_619833	Neurodevelopmental disorder with neuromuscular and skeletal abnormalities
OMIM_601552	Facial dysmorphism, lens dislocation, anterior segment abnormalities, and spontaneous filtering blebs
OMIM_615961	Acid-labile subunit, deficiency of
OMIM_618349	Galloway-Mowat syndrome 8
OMIM_300831	Ck syndrome
OMIM_618728	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type
OMIM_610655	Telangiectasia, hereditary hemorrhagic, type 4
OMIM_201310	Acrorenal syndrome, autosomal recessive
OMIM_619202	Spermatogenic failure 52
OMIM_251200	Microcephaly, primary autosomal recessive, 1
OMIM_300750	Spastic paraplegia 34, X-linked
OMIM_616737	Takenouchi-Kosaki syndrome
OMIM_104400	Amelia and terminal transverse hemimelia
OMIM_244100	Jumping frenchman of maine
OMIM_619147	Leukoencephalopathy, progressive, infantile-onset, with or without deafness
OMIM_600994	Deafness, autosomal dominant nonsyndromic sensorineural 5
OMIM_617992	Deafness, congenital heart defects, and posterior embryotoxon
OMIM_615883	Myopathy, tubular aggregate, 2
OMIM_618646	Diencephalic-mesencephalic junction dysplasia syndrome 2
OMIM_614878	Autoinflammation, antibody deficiency, and immune dysregulation, plcg2-associated
OMIM_254090	Ullrich congenital muscular dystrophy 1
OMIM_619340	Developmental and epileptic encephalopathy 96
OMIM_618664	Spermatogenic failure 40
OMIM_262190	Pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities
OMIM_609968	Hyperinsulinemic hypoglycemia, familial, 5
OMIM_279000	Young syndrome
OMIM_149400	Hyperekplexia 1
OMIM_256870	Neuropathy, painful
OMIM_618373	Cancer, alopecia, pigment dyscrasia, onychodystrophy, and keratoderma
OMIM_114700	Carabelli anomaly of maxillary molar teeth
OMIM_178651	Pulmonic stenosis and deafness
OMIM_619605	Developmental and epileptic encephalopathy 98
OMIM_612376	Acute promyelocytic leukemia
OMIM_125230	Deafness-Craniofacial syndrome
OMIM_618498	Polydactyly, postaxial, type A10
OMIM_611783	Erythrocytosis, familial, 4
OMIM_616924	Charcot-Marie-Tooth disease, axonal, type 2CC
OMIM_613708	Neuropathy, hereditary sensory, type ID
OMIM_616151	Macular dystrophy, vitelliform, 4
OMIM_117210	Spinocerebellar ataxia 31
OMIM_178500	Pulmonary fibrosis, idiopathic
OMIM_616449	Basel-Vanagaite-Smirin-Yosef syndrome
OMIM_613809	Retinitis pigmentosa 39
OMIM_308950	Lesch-Nyhan phenotype with normal hgprt
OMIM_617788	Intellectual developmental disorder, autosomal dominant 51
OMIM_613705	Orofacial cleft 10
OMIM_214290	Cervical vertebrae, agenesis of
OMIM_606851	Cree mental retardation syndrome
OMIM_154600	Marcus gunn phenomenon
OMIM_619751	Stuve-Wiedemann syndrome 2
OMIM_304030	Cone dystrophy, X-linked, with tapetal-like sheen
OMIM_616341	Epileptic encephalopathy, early infantile, 30
OMIM_615767	Immunodeficiency, common variable, 11
OMIM_152550	Lumbar stenosis, familial
OMIM_609054	Fanconi anemia, complementation group J
OMIM_619696	Spermatogenic failure 64
OMIM_615983	Bardet-Biedl syndrome 5
OMIM_302030	Calvarial hyperostosis
OMIM_300989	Meester-Loeys syndrome
OMIM_620075	Neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-Pelger-Huet anomaly
OMIM_614688	Pontine tegmental cap dysplasia
OMIM_617125	Mental retardation, autosomal recessive 56
OMIM_617132	Epileptic encephalopathy, early infantile, 44
OMIM_168900	Patella, chondromalacia of
OMIM_613983	Retinitis pigmentosa 60
OMIM_126300	DISTICHIASIS
OMIM_604314	Blepharophimosis with facial and genital anomalies and mental retardation
OMIM_619585	Spermatogenic failure 58
OMIM_612936	Spastic paraplegia 50, autosomal recessive
OMIM_312612	Retinitis pigmentosa 6
OMIM_619108	Spermatogenic failure 48
OMIM_607151	Moyamoya disease 2, susceptibility to
OMIM_105500	Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1
OMIM_600274	Frontotemporal dementia
OMIM_617769	Spinocerebellar ataxia 45
OMIM_223350	Dohle bodies and leukemia
OMIM_613342	Brachydactylous dwarfism, Mseleni type
OMIM_252350	Moyamoya disease 1
OMIM_173100	Isolated growth hormone deficiency, type II
OMIM_619795	Osteogenesis imperfecta, type XXII
OMIM_300755	Agammaglobulinemia, X-linked
OMIM_605013	MICROHYDRANENCEPHALY
OMIM_221900	Persistent hyperplastic primary vitreous, autosomal recessive
OMIM_620011	Spinal muscular atrophy, distal, autosomal recessive, 6
OMIM_607655	Skin fragility-woolly hair syndrome
OMIM_137245	Gastric lymphoma, primary
OMIM_190420	Triglyceride storage disease, type I
OMIM_619985	Glycosylphosphatidylinositol biosynthesis defect 25
OMIM_176250	Posterior column ataxia
OMIM_108500	Episodic ataxia, type 2
OMIM_615744	Epileptic encephalopathy, early infantile, 19
OMIM_602097	Usher syndrome, type IE
OMIM_606593	Lig4 syndrome
OMIM_606003	Transaldolase deficiency
OMIM_248300	Meleda disease
OMIM_312000	Panhypopituitarism, X-linked
OMIM_109900	Blepharochalasis and double lip
OMIM_619127	Mandibuloacral dysplasia progeroid syndrome
OMIM_123155	Craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus
OMIM_609200	MYOTILINOPATHY
OMIM_219750	Cystinosis, adult nonnephropathic
OMIM_204100	Leber congenital amaurosis, type II
OMIM_617667	Fraser syndrome 3
OMIM_612582	Chromosome 6pter-p24 deletion syndrome
OMIM_617671	Helix syndrome
OMIM_601583	Wilms tumor 5
OMIM_617053	Mirage syndrome
OMIM_128235	Dystonia 12
OMIM_600975	Glaucoma 3, primary infantile, B
OMIM_611944	Lymphatic malformation 2
OMIM_202200	Glucocorticoid deficiency 1
OMIM_601027	Tibia, absence or hypoplasia of, with polydactyly, retrocerebellar arachnoid cyst, and other anomalies
OMIM_612555	Breast-Ovarian cancer, familial, susceptibility to, 2
OMIM_303110	Xq21 deletion syndrome
OMIM_616366	Epileptic encephalopathy, early infantile, 32
OMIM_601088	Ayme-Gripp syndrome
OMIM_614402	Microphthalmia, syndromic 11
OMIM_608133	Retinitis pigmentosa 7
OMIM_212066	Congenital disorder of glycosylation, type IIa
OMIM_616740	Immunodeficiency 46
OMIM_150800	Hereditary leiomyomatosis and renal cell cancer
OMIM_212840	Cerebellar ataxia and hypogonadotropic hypogonadism
OMIM_619780	Mitochondrial DNA depletion syndrome 20 (MNGIE type)
OMIM_200610	Achondrogenesis, type II
OMIM_618947	Arthrogryposis multiplex congenita 5
OMIM_200995	Acrocephalopolydactylous dysplasia
OMIM_268020	Retinitis pigmentosa, deafness, mental retardation, and hypogonadism
OMIM_206780	Anodontia of permanent dentition
OMIM_618687	Intellectual developmental disorder with short stature and behavioral abnormalities
OMIM_617214	Spermatogenic failure 17
OMIM_224300	DYSOSTEOSCLEROSIS
OMIM_300263	Siderius X-linked mental retardation syndrome
OMIM_613496	Immunodeficiency, common variable, 6
OMIM_613021	Bronchiectasis with or without elevated sweat chloride 2
OMIM_231900	Hemolytic anemia due to glutathione synthetase deficiency
OMIM_616249	Long QT syndrome 15
OMIM_615237	Congenital short bowel syndrome
OMIM_618333	Menke-Hennekam syndrome 2
OMIM_616170	Macular dystrophy with central cone involvement
OMIM_618699	Ciliary dyskinesia, primary, 43
OMIM_614237	Hypotrichosis 9
OMIM_109120	Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities
OMIM_613153	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5
OMIM_615439	Macular degeneration, age-related, 13
OMIM_400047	DEAFNESS, Y-LINKED 2
OMIM_616056	Developmental and epileptic encephalopathy 26
OMIM_300849	Mental retardation, X-linked 41
OMIM_618496	Aortic valve disease 3
OMIM_600331	Parc syndrome
OMIM_617707	Spermatogenic failure 23
OMIM_616795	Spinocerebellar ataxia 42
OMIM_145260	Pseudohypoaldosteronism, type II
OMIM_113500	Brachyolmia type 3
OMIM_274265	Thymic-Renal-Anal-Lung dysplasia
OMIM_189100	Toe, misshapen
OMIM_617145	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset
OMIM_615058	Night blindness, congenital stationary, type 1F
OMIM_613089	Capillary malformation of the lower lip, lymphatic malformation of face and neck, asymmetry of face and limbs, and partial/generalized overgrowth
OMIM_300758	Hypospadias 2, X-linked
OMIM_617022	Lethal congenital contracture syndrome 10
OMIM_500002	Mitochondrial myopathy with diabetes
OMIM_178330	Ptosis, strabismus, and ectopic pupils
OMIM_202550	Aganglionosis, total intestinal
OMIM_620027	Neurodevelopmental disorder with microcephaly, short stature, and speech delay
OMIM_124500	Vohwinkel syndrome
OMIM_614156	Hyperbiliverdinemia
