disease	name	hpo
OMIM_604919	Becker nevus syndrome	HP_0000891,HP_0003764,HP_0002650,HP_0002937,HP_0000767,HP_0012813
OMIM_300958	Intellectual developmental disorder, X-linked, syndrome, snijders Blok type	HP_0004325,HP_0000365,HP_0000486,HP_0000463,HP_0001250,HP_0001252,HP_0003593,HP_0000718,HP_0000316,HP_0000414,HP_0002119,HP_0000752,HP_0001423,HP_0001249,HP_0001249,HP_0000252,HP_0000252,HP_0000175,HP_0002136,HP_0002650,HP_0000431,HP_0002079,HP_0000276,HP_0000193,HP_0005164,HP_0100660,HP_0000708,HP_0000826,HP_0001419,HP_0001257,HP_0001257,HP_0000204,HP_0000248
OMIM_127600	Dyskeratosis, hereditary benign intraepithelial	HP_0000613,HP_0000505,HP_0025337,HP_0002745,HP_0000006
OMIM_113750	Albinism, oculocutaneous, type VI	HP_0001595,HP_0000639,HP_0000613,HP_0007750,HP_0000007,HP_0007663,HP_0000505,HP_0007513
OMIM_619814	Developmental and epileptic encephalopathy 101	HP_0002179,HP_0008936,HP_0002421,HP_0000252,HP_0001662,HP_0001250,HP_0011968,HP_0003121,HP_0001252,HP_0002020,HP_0012736,HP_0011344,HP_0001709,HP_0000007,HP_0200134,HP_0002104,HP_0003623,HP_0001336
OMIM_608768	Spinocerebellar ataxia 8	HP_0002311,HP_0002015,HP_0001272,HP_0001260,HP_0002062,HP_0002073,HP_0000639,HP_0000514,HP_0007772,HP_0009830,HP_0007256,HP_0000763,HP_0000641,HP_0001257,HP_0000006,HP_0001337
OMIM_616602	Craniosynostosis 6	HP_0000252,HP_0001363,HP_0002650,HP_0000486,HP_0001272,HP_0000270,HP_0003298,HP_0000262,HP_0001274,HP_0001252,HP_0001263,HP_0000294,HP_0001273,HP_0001290,HP_0000407,HP_0000508,HP_0000316,HP_0000348,HP_0001305,HP_0001357,HP_0000248,HP_0000006
OMIM_616689	Dehydrated hereditary stomatocytosis 2	HP_0002904,HP_0002240,HP_0001927,HP_0001878,HP_0025548,HP_0020122,HP_0001923,HP_0005518,HP_0004823,HP_0001744,HP_0000952,HP_0000006
OMIM_600059	Retinitis pigmentosa 13	HP_0001133,HP_0007737,HP_0003621,HP_0000662,HP_0030672,HP_0012426,HP_0030629,HP_0011505,HP_0011463,HP_0011462,HP_0003829,HP_0000546,HP_0000510,HP_0007843,HP_0000006,HP_0000523
OMIM_311250	Ornithine transcarbamylase deficiency, hyperammonemia due to	HP_0001254,HP_0001297,HP_0003572,HP_0001250,HP_0001251,HP_0003593,HP_0002181,HP_0031964,HP_0008151,HP_0001508,HP_0011463,HP_0000737,HP_0001987,HP_0001249,HP_0002038,HP_0003623,HP_0031956,HP_0003621,HP_0002013,HP_0002131,HP_0003581,HP_0001263,HP_0033139,HP_0001419,HP_0001951,HP_0003217,HP_0003218,HP_0001950,HP_0002027,HP_0001259
OMIM_613370	Maturity-onset diabetes of the young, type 10	HP_0000819,HP_0004904,HP_0003074,HP_0001511,HP_0000006,HP_0001953
OMIM_603860	Medullary cystic kidney disease 2	HP_0003774,HP_0001970,HP_0005562,HP_0000805,HP_0000108,HP_0000092,HP_0008659,HP_0000006,HP_0001997,HP_0002149
OMIM_600559	Hydrocephalus, endocardial fibroelastosis, and cataracts	HP_0001561,HP_0001706,HP_0000519,HP_0001522,HP_0001334
OMIM_618147	Intellectual developmental disorder with hypertelorism and distinctive facies	HP_0000343,HP_0000431,HP_0009928,HP_0001263,HP_0012801,HP_0001182,HP_0045074,HP_0009890,HP_0000316,HP_0000637,HP_0000455,HP_0000256,HP_0001763,HP_0000369,HP_0000358,HP_0000006
OMIM_607921	Retinitis pigmentosa 30	HP_0007737,HP_0000662,HP_0000505,HP_0000648,HP_0000510,HP_0007843,HP_0000006,HP_0000533
OMIM_601363	Wilms tumor 4	HP_0002667,HP_0000006
OMIM_612433	Deafness, autosomal recessive 45	HP_0000007,HP_0000399
OMIM_245552	Lambotte syndrome	HP_0000252,HP_0000486,HP_0000160,HP_0001629,HP_0000506,HP_0000316,HP_0000007,HP_0002507,HP_0000400,HP_0001511,HP_0001841,HP_0000444,HP_0000278,HP_0007700,HP_0000413
OMIM_618383	Intellectual developmental disorder, autosomal recessive 69	HP_0000297,HP_0000252,HP_0002342,HP_0000750,HP_0001321,HP_0031936,HP_0001260,HP_0001263,HP_0001252,HP_0001251,HP_0000007,HP_0430028,HP_0002119,HP_0002307,HP_0001257
OMIM_160570	Myopathy with storage of glycoproteins and glycosaminoglycans	HP_0003236,HP_0003198,HP_0008970,HP_0000006
OMIM_615032	Intellectual developmental disorder with autism and macrocephaly	HP_0010529,HP_0000343,HP_0001250,HP_0002360,HP_0001252,HP_0003593,HP_0011856,HP_0001270,HP_4000073,HP_0000717,HP_0000739,HP_0000316,HP_0001763,HP_0000256,HP_0002019,HP_0000336,HP_0000358,HP_0001249,HP_0000098,HP_0000494,HP_0002312,HP_0025352,HP_0000431,HP_0000750,HP_0000194,HP_0001263,HP_4000081,HP_0031874,HP_0100023,HP_0000508,HP_0000307,HP_0025502,HP_0000006,HP_0000445
OMIM_615465	Hartsfield syndrome	HP_0000286,HP_0000054,HP_0000252,HP_0000175,HP_0001363,HP_0005466,HP_0001274,HP_0001263,HP_0100257,HP_0008213,HP_0000316,HP_0006870,HP_0000601,HP_0001319,HP_0000873,HP_0003228,HP_0001159,HP_0000047,HP_0000028,HP_0000369,HP_0000358,HP_0000204,HP_0000006,HP_0000445
OMIM_200170	Acanthosis nigricans with muscle cramps and acral enlargement	HP_0003394,HP_0000855,HP_0000007,HP_0000956
OMIM_606369	Macrocephaly and epileptic encephalopathy	HP_0000164,HP_0000494,HP_0002015,HP_0003676,HP_0010804,HP_0002079,HP_0002123,HP_0001263,HP_0002020,HP_0002280,HP_0005280,HP_0010864,HP_0000508,HP_0006892,HP_0000007,HP_0000348,HP_0002518,HP_0200134,HP_0002205,HP_0000212,HP_0000256,HP_0000358,HP_0000369,HP_0006887
OMIM_614480	Hypertriglyceridemia, transient infantile	HP_0001397,HP_0002155,HP_0004322,HP_0001395,HP_0002240,HP_0003593,HP_0000007,HP_0002910,HP_0001744
OMIM_131800	Epidermolysis bullosa simplex, Weber-Cockayne type	HP_0001056,HP_0011463,HP_0007446,HP_0000006,HP_0034193,HP_0000962
OMIM_614897	Hypogonadotropic hypogonadism 16 with or without anosmia	HP_0000054,HP_0030344,HP_0030341,HP_0040171,HP_0032466,HP_0025708,HP_0000458,HP_0004409,HP_0008214,HP_0008734,HP_0001335,HP_0000135,HP_0040326,HP_0000028,HP_0000006,HP_0000027,HP_0000786
OMIM_171300	PHEOCHROMOCYTOMA	HP_0001342,HP_0003345,HP_0002664,HP_0003574,HP_0001095,HP_0000093,HP_0003072,HP_0000957,HP_0000519,HP_0000975,HP_0001635,HP_0001649,HP_0000006,HP_0000875,HP_0001920,HP_0001028,HP_0002666
OMIM_619903	Peripheral motor neuropathy, childhood-onset, biotin-responsive	HP_0003621,HP_0001310,HP_0000023,HP_0002075,HP_0003393,HP_0033685,HP_0007181,HP_0009053,HP_0000007,HP_0002216,HP_0002522,HP_0001249,HP_0001644
OMIM_301081	Autoinflammatory disease, systemic, X-linked	HP_0002850,HP_0001342,HP_0004313,HP_0410300,HP_0003593,HP_0010976,HP_0012424,HP_0012121,HP_0012122,HP_0100653,HP_0001417,HP_0012490,HP_0001433,HP_0004315,HP_0002754,HP_0000698,HP_0001875
OMIM_615361	Hypocalcemia, autosomal dominant 2	HP_0002135,HP_0003401,HP_0003394,HP_0008897,HP_0002901,HP_0000006
OMIM_618795	Juvenile arthritis	HP_0001894,HP_0033087,HP_0011463,HP_0003493,HP_0000007,HP_0032323,HP_0000988,HP_0001974
OMIM_615560	Otofaciocervical syndrome 2	HP_0000670,HP_0004467,HP_0002342,HP_0000431,HP_0000265,HP_0000592,HP_0003691,HP_0001263,HP_0001182,HP_0030668,HP_0000308,HP_0000509,HP_0000107,HP_0000007,HP_0000689,HP_0030084,HP_0000378,HP_0007678,HP_0000410,HP_0200021,HP_0000369,HP_0000522
OMIM_302600	Spinocerebellar ataxia, X-linked 2	HP_0001251,HP_0001417,HP_0002071
OMIM_618986	Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia	HP_0002840,HP_0002783,HP_0031545,HP_0100806,HP_0001888,HP_0006532,HP_0006510,HP_0410305,HP_0040238,HP_0004315,HP_0005403,HP_0001882,HP_0002110,HP_0012312,HP_0011108,HP_0010976,HP_0032170,HP_0031382,HP_0100658,HP_0000403,HP_0000403,HP_0008940,HP_0002205,HP_0001433,HP_0002206,HP_0000006,HP_0001876,HP_0001875,HP_0004469
OMIM_233670	Granulomatous disease with defect in neutrophil chemotaxis	HP_0005512,HP_0000007,HP_0007499
OMIM_300155	Retinitis pigmentosa 24	HP_0008020,HP_0001417,HP_0000510
OMIM_613287	Charcot-Marie-Tooth disease, axonal, type 2N	HP_0003202,HP_0003477,HP_0001265,HP_0003621,HP_0003596,HP_0003431,HP_0001761,HP_0002460,HP_0001284,HP_0000407,HP_0007340,HP_0011462,HP_0009027,HP_0002936,HP_0003438,HP_0000006,HP_0001765,HP_0008944
OMIM_601322	Porencephaly, cerebellar hypoplasia, and internal malformations	HP_0001696,HP_0001321,HP_0002132,HP_0001636,HP_0000007,HP_0001631,HP_0002335
OMIM_615991	Bardet-Biedl syndrome 14	HP_0000639,HP_0000083,HP_0001263,HP_0000007,HP_0010442,HP_0000510,HP_0001513,HP_0001249
OMIM_605321	Frontoocular syndrome	HP_0000286,HP_0000582,HP_0000486,HP_0001256,HP_0000243,HP_0001052,HP_0000160,HP_0000581,HP_0001076,HP_0004440,HP_0012745,HP_0000218,HP_0001642,HP_0000358,HP_0005306,HP_0011829,HP_0001263,HP_0003186,HP_0009891,HP_0000508,HP_0000426,HP_0000767,HP_0000601,HP_0000520,HP_0001631,HP_0000006,HP_0000347,HP_0000369,HP_0000545
OMIM_616684	Charcot-Marie-Tooth disease, type 4K	HP_0002355,HP_0002751,HP_0003202,HP_0000365,HP_0001332,HP_0003388,HP_0002151,HP_0001251,HP_0001284,HP_0011096,HP_0000407,HP_0003828,HP_0009830,HP_0000007,HP_0000666,HP_0003677,HP_0003447
OMIM_159600	Myoclonic epilepsy, Hartung type	HP_0002123,HP_0000006
OMIM_616270	Amelogenesis imperfecta, type IF	HP_0011073,HP_0000705,HP_0006297,HP_0003593,HP_0000007,HP_0009722
OMIM_619538	Cerebral cavernous malformations 4	HP_0025352,HP_0033522,HP_0000006
OMIM_619141	Frontotemporal dementia and/or amyotrophic lateral sclerosis 5	HP_0000708,HP_0003596,HP_0002145,HP_0001260,HP_0003584,HP_0007354,HP_0002380,HP_0003690,HP_0001324,HP_0000006,HP_0010546
OMIM_619209	Erythrokeratodermia variabilis et progressiva 7	HP_0002224,HP_0000970,HP_0000007,HP_0000972,HP_0001810
OMIM_244460	Kenny-caffey syndrome, type 1	HP_0000670,HP_0000890,HP_0001476,HP_0001773,HP_0004279,HP_0002750,HP_0001250,HP_0003561,HP_0003100,HP_0004331,HP_0005450,HP_0001281,HP_0002917,HP_0008198,HP_0001903,HP_0002718,HP_0000316,HP_0000007,HP_0003508,HP_0002901,HP_0001511,HP_0200055,HP_0000883,HP_0006645
OMIM_606703	Dyskinesia, familial, with facial myokymia	HP_0002322,HP_0001332,HP_0001252,HP_0003593,HP_0001270,HP_0100595,HP_0007166,HP_0000739,HP_0000317,HP_0025336,HP_0001347,HP_0001644,HP_0008936,HP_0003621,HP_0003324,HP_0031936,HP_0001266,HP_0001260,HP_0002072,HP_0100660,HP_0002509,HP_0001635,HP_0004305,HP_0000006,HP_0000467,HP_0001336
OMIM_266120	Uridine 5-prime monophosphate hydrolase deficiency, hemolytic anemiadue to	HP_0003641,HP_0001878,HP_0000007
OMIM_612877	Cardiomyopathy, dilated, 1BB	HP_0003581,HP_0002094,HP_0000007,HP_0001635,HP_0011713,HP_0033755,HP_0012666,HP_0001644
OMIM_618179	Microcephaly 24, primary, autosomal recessive	HP_0001320,HP_0003577,HP_0000252,HP_0000007,HP_0004209
OMIM_614837	Hypogonadotropic hypogonadism 8 with or without anosmia	HP_0000044,HP_0000054,HP_0003621,HP_0000013,HP_0002750,HP_0000771,HP_0030344,HP_0030341,HP_0008197,HP_0000938,HP_0000458,HP_0000007,HP_0008734,HP_0000028,HP_0000027,HP_0000786
OMIM_615537	Reticulate acropigmentation of kitamura	HP_0000006,HP_0000962
OMIM_618850	Hypervalinemia or hyperleucine-isoleucinemia	HP_0010913,HP_0000007,HP_0031993,HP_0002315,HP_0010911,HP_0010910,HP_0031964,HP_0001348
OMIM_613678	Brachyolmia type 2	HP_0004322,HP_0000926,HP_0000007
OMIM_606282	Deafness, autosomal dominant 24	HP_0000365,HP_0000006
OMIM_608649	Ichthyosis prematurity syndrome	HP_0001561,HP_0002099,HP_0025092,HP_0012768,HP_0002293,HP_0003193,HP_0011971,HP_0500093,HP_0025724,HP_0000007,HP_0000953,HP_0001019,HP_0000989,HP_0007502,HP_0007503,HP_0001622
OMIM_615846	Aicardi-Goutieres syndrome 7	HP_0002421,HP_0002783,HP_0001332,HP_0001250,HP_0002582,HP_0001252,HP_0003593,HP_0002061,HP_0001290,HP_0000639,HP_0003829,HP_0011461,HP_0001249,HP_0001369,HP_0003623,HP_0000252,HP_0001025,HP_0001344,HP_0000496,HP_0011968,HP_0001263,HP_0002273,HP_0003281,HP_0000969,HP_0011451,HP_0002509,HP_0001698,HP_0000006,HP_0001276,HP_0001397,HP_0003577,HP_0000100,HP_0001272,HP_0002240,HP_0012448,HP_0010702,HP_0025085,HP_0000737,HP_0001903,HP_0001824,HP_0001945,HP_0001744,HP_0002633,HP_0007229,HP_0001562,HP_0008936,HP_0002014,HP_0002135,HP_0002059,HP_0002573,HP_0001047,HP_0002376,HP_0001285,HP_0002090,HP_0012115,HP_0001639,HP_0000822,HP_0001878,HP_0000821,HP_0000988,HP_0008940,HP_0009710,HP_0001511,HP_0001873,HP_0002445,HP_0001876,HP_0002248
OMIM_619042	Spinal muscular atrophy, infantile, James type	HP_0002650,HP_0031936,HP_0004322,HP_0003693,HP_0003273,HP_0003593,HP_0002460,HP_0001284,HP_0001290,HP_0001270,HP_0002093,HP_0010546,HP_0007340,HP_0002938,HP_0003803,HP_0001621,HP_0001324,HP_0000006,HP_0003557
OMIM_300844	Mental retardation, X-linked 19	HP_0002751,HP_0002650,HP_0001256,HP_0000750,HP_0000232,HP_0001252,HP_0001270,HP_0001518,HP_0011220,HP_0001833,HP_0000678,HP_0001417,HP_0001423,HP_0000455,HP_0000179,HP_0001249
OMIM_212350	Sengers syndrome	HP_0000486,HP_0003388,HP_0003198,HP_0001252,HP_0002151,HP_0003593,HP_0001290,HP_0001270,HP_0002093,HP_0012378,HP_0000639,HP_0001639,HP_0003828,HP_0000519,HP_0000007,HP_0003737,HP_0001324,HP_0004901,HP_0001510,HP_0001873,HP_0000545,HP_0000501,HP_0003535,HP_0003546
OMIM_148820	Waardenburg syndrome, type 3	HP_0001156,HP_0100490,HP_0000581,HP_0003691,HP_0001053,HP_0003828,HP_0000635,HP_0007443,HP_0030084,HP_0009702,HP_0002216,HP_0001249,HP_0001100,HP_0000252,HP_0000431,HP_0002211,HP_0002251,HP_0010554,HP_0009473,HP_0000407,HP_0000506,HP_0000426,HP_0000007,HP_0001258,HP_0000664,HP_0000006,HP_0000303
OMIM_619103	Neurodevelopmental disorder wtih dysmorphic facies, sleep disturbance, and brain abnormalities	HP_0006989,HP_0003577,HP_0000486,HP_0000540,HP_0001250,HP_0001272,HP_0002360,HP_0000085,HP_0025161,HP_0100333,HP_0012368,HP_0010864,HP_0001629,HP_0000733,HP_0000414,HP_0000179,HP_0000311,HP_0000176,HP_0000154,HP_0000252,HP_0000010,HP_0000076,HP_0000494,HP_0001263,HP_0005164,HP_0011225,HP_0011003,HP_0005280,HP_0100334,HP_0012168,HP_0032471,HP_0001338,HP_0007874,HP_0007018,HP_0000047,HP_0000006,HP_0000028,HP_0000303,HP_0000369,HP_0005338
OMIM_176620	Priapism, familial idiopathic	HP_0200023,HP_0000006
OMIM_613148	Inflammatory bowel disease 28, early onset, autosomal recessive	HP_0002573,HP_0000155,HP_0004387,HP_0100280,HP_0002583,HP_0000007,HP_0000999,HP_0009789,HP_0025084,HP_0001510
OMIM_619831	Spermatogenic failure 71	HP_0003251,HP_0011462,HP_0034299,HP_0000007,HP_0011961
OMIM_606895	Symphalangism, distal, with microdontia, dental pulp stones, and narrowedzygomatic arch	HP_0001792,HP_0003771,HP_0000691,HP_0004253,HP_0011835,HP_0010259,HP_0001859,HP_0009882,HP_0005819,HP_0009843,HP_0000006,HP_0006106,HP_0009803,HP_0001204,HP_0001798
OMIM_619281	Immunodeficiency 14B, autosomal recessive	HP_0002850,HP_0002037,HP_0003621,HP_0005764,HP_0001894,HP_0002583,HP_0003593,HP_0011108,HP_0010976,HP_0011897,HP_0012178,HP_0012311,HP_0033351,HP_0011463,HP_0000007,HP_0006532,HP_0002720,HP_0004315,HP_0002028,HP_0001974
OMIM_280000	Zunich neuroectodermal syndrome	HP_0000286,HP_0001176,HP_0002562,HP_0000480,HP_0001250,HP_0001252,HP_0001290,HP_0000081,HP_0008070,HP_0009185,HP_0001629,HP_0001507,HP_0011220,HP_0012471,HP_0000316,HP_0001669,HP_0002557,HP_0000972,HP_0000179,HP_0001249,HP_0000396,HP_0000154,HP_0002136,HP_0002059,HP_0000175,HP_0002213,HP_0001520,HP_0000431,HP_0000074,HP_0100040,HP_0005280,HP_0012385,HP_0009473,HP_0008760,HP_0001636,HP_0000007,HP_0001833,HP_0004969,HP_0004209,HP_0000405,HP_0002007,HP_0001357,HP_0006721,HP_0000322,HP_0000465,HP_0000248,HP_0000126,HP_0000687
OMIM_300997	Mental retardation, X-linked 106	HP_0000252,HP_0000194,HP_0001263,HP_0000639,HP_0001419,HP_0012471,HP_0000646,HP_0008499,HP_0000316,HP_0001647,HP_0000219,HP_0004209,HP_0030084,HP_0008734,HP_0000664,HP_0000047,HP_0001249,HP_0000028,HP_0002236,HP_0000369
OMIM_231950	GLUTATHIONURIA	HP_0000486,HP_0001939,HP_0000007,HP_0001249,HP_0001337
OMIM_271250	Spinocerebellar ataxia, autosomal recessive 3	HP_0000365,HP_0005102,HP_0000618,HP_0001251,HP_0000007
OMIM_619338	Cataracts, spastic paraparesis, and speech delay	HP_0008936,HP_0002069,HP_0000750,HP_0031936,HP_0002121,HP_0001260,HP_0003593,HP_0033051,HP_0011172,HP_0000518,HP_0011153,HP_0012450,HP_0000256,HP_0000006,HP_0002313
OMIM_614063	N-ACETYLASPARTATE DEFICIENCY	HP_0004325,HP_0000252,HP_0002078,HP_0000023,HP_0004322,HP_0001250,HP_0001263,HP_0001290,HP_0000007,HP_0000733,HP_0000736,HP_0002317,HP_0000742
OMIM_601165	Cleft lip/palate with characteristic facies, intestinal malrotation,and lethal congenital heart disease	HP_0005469,HP_0001520,HP_0004510,HP_0004279,HP_0000272,HP_0003271,HP_0012368,HP_0000316,HP_0000007,HP_0030680,HP_0002744,HP_0009944,HP_0000157,HP_0001169,HP_0000204,HP_0002566,HP_0005922
OMIM_300321	Fg syndrome 2	HP_0002003,HP_0004325,HP_0000750,HP_0010055,HP_0011220,HP_0011246,HP_0001319,HP_0001417,HP_0000411,HP_0002019,HP_0002236
OMIM_222100	Diabetes mellitus, insulin-dependent-1	HP_0000819,HP_0002960,HP_0001993,HP_0001959,HP_0002591,HP_0003074,HP_0410050,HP_0000103
OMIM_265950	Pyloric atresia	HP_0001561,HP_0004399,HP_0000007
OMIM_613856	Achromatopsia 4	HP_0000639,HP_0000613,HP_0000007,HP_0000505,HP_0011516
OMIM_236800	Hydroxykynureninuria	HP_0003355,HP_0002013,HP_0000007,HP_0000952,HP_0003623
OMIM_617941	Shwachman-Diamond syndrome 2	HP_0003016,HP_0004322,HP_0001252,HP_0002240,HP_0003593,HP_0008151,HP_0001508,HP_0002719,HP_0001607,HP_0011463,HP_0006276,HP_0000218,HP_0001522,HP_0001601,HP_0003645,HP_0002014,HP_0000252,HP_0002970,HP_0003025,HP_0001263,HP_0002570,HP_0011003,HP_0000907,HP_0003819,HP_0001738,HP_0000007,HP_0001873,HP_0000369,HP_0001875,HP_0001897
OMIM_613779	Complement component 3 deficiency, autosomal recessive	HP_0000100,HP_0000793,HP_0005421,HP_0000083,HP_0011463,HP_0011110,HP_0002718,HP_0003593,HP_0000007,HP_0001954,HP_0002725,HP_0006532
OMIM_614858	Hypogonadotropic hypogonadism 14 with or without anosmia	HP_0000044,HP_0000458,HP_0008734,HP_0000006,HP_0000028,HP_0000786
OMIM_277460	Ataxia with isolated vitamin E deficiency	HP_0002312,HP_0003621,HP_0002155,HP_0001310,HP_0001332,HP_0001288,HP_0003124,HP_0100291,HP_0001272,HP_0030223,HP_0001260,HP_0003141,HP_0001284,HP_0001251,HP_0002075,HP_0010874,HP_0002073,HP_0033687,HP_0010831,HP_0100513,HP_0000007,HP_0002403,HP_0001114
OMIM_252650	Mucolipidosis IV	HP_0002344,HP_0006989,HP_0007759,HP_0007957,HP_0004345,HP_0000486,HP_0001332,HP_0001272,HP_0001252,HP_0003593,HP_0001290,HP_0011020,HP_0007281,HP_0007266,HP_0000613,HP_0001249,HP_0000654,HP_0001347,HP_0500167,HP_0000252,HP_0002510,HP_0001344,HP_0003487,HP_0001263,HP_0032448,HP_0001438,HP_0000007,HP_0000546,HP_0000648,HP_0000505
OMIM_619255	Baralle-Macken syndrome	HP_0000582,HP_0002540,HP_0001332,HP_0000020,HP_0002283,HP_0003593,HP_0010864,HP_0000518,HP_0000957,HP_0000956,HP_0001763,HP_0001007,HP_0000252,HP_0001344,HP_0000750,HP_0031936,HP_0002076,HP_0001065,HP_0001182,HP_0002808,HP_0000007,HP_0002705,HP_0001319,HP_0007359,HP_0001257,HP_0001513
OMIM_183802	Split-Hand with obstructive uropathy, spina bifida, and diaphragmaticdefects	HP_0002475,HP_0003298,HP_0001839,HP_0000238,HP_0010554,HP_0001171,HP_0002944,HP_0000006,HP_0005999,HP_0000126,HP_0000775
OMIM_179850	Dowling-Degos disease	HP_0007456,HP_0000006
OMIM_614265	Combined malonic and methylmalonic aciduria	HP_0002014,HP_0001993,HP_0002013,HP_0001508,HP_0001263,HP_0012120,HP_0001944,HP_0000007,HP_0011169
OMIM_300273	Goiter, multinodular 2	HP_0000866,HP_0001423
OMIM_602361	Gracile bone dysplasia	HP_0003015,HP_0000054,HP_0003577,HP_0001541,HP_0001156,HP_0004322,HP_0001250,HP_0004331,HP_0003100,HP_0001263,HP_0006270,HP_0001508,HP_0010296,HP_0011220,HP_0001746,HP_0000238,HP_0000568,HP_0000526,HP_0002901,HP_0001522,HP_0000883,HP_0000006
OMIM_617523	Neurodevelopmental disorder with midbrain and hindbrain malformations	HP_0000483,HP_0003577,HP_0000343,HP_0000486,HP_0002162,HP_0001252,HP_0001270,HP_0012110,HP_0000219,HP_0000218,HP_0002359,HP_0006610,HP_0001500,HP_0001249,HP_0001265,HP_0001320,HP_0000494,HP_0000750,HP_0006958,HP_0000649,HP_0011451,HP_0000508,HP_0000646,HP_0000007,HP_0000527,HP_0000988,HP_0000543,HP_0007811
OMIM_300751	Anemia, sideroblastic, X-linked	HP_0004840,HP_0001419,HP_0011463,HP_0010972,HP_0001924,HP_0001972,HP_0025406,HP_0001017
OMIM_264475	Pseudopapilledema, ocular hypotelorism, blepharophimosis, and handanomalies	HP_0000286,HP_0000365,HP_0000684,HP_0001773,HP_0000189,HP_0004322,HP_0000581,HP_0001054,HP_0010049,HP_0001508,HP_0000538,HP_0000218,HP_0000674,HP_0000413,HP_0009803,HP_0002751,HP_0000494,HP_0002750,HP_0011069,HP_0012810,HP_0000767,HP_0001438,HP_0000007,HP_0000601,HP_0000689,HP_0006101,HP_0000824,HP_0001852,HP_0000347,HP_0000369
OMIM_607196	Microcephaly, Amish type	HP_0008936,HP_0000253,HP_0003577,HP_0001321,HP_0001371,HP_0000737,HP_0002509,HP_0002240,HP_0000007,HP_0001338,HP_0000347,HP_0003128
OMIM_249400	Neurocutaneous melanosis, somatic	HP_0002861,HP_0006824,HP_0001250,HP_0003396,HP_0001263,HP_0100702,HP_0002858,HP_0001305,HP_0000238,HP_0001428,HP_0003745,HP_0001522,HP_0200022,HP_0001268,HP_0005603
OMIM_206200	Iron-Refractory iron deficiency anemia	HP_0011273,HP_0004840,HP_0000007,HP_0004447,HP_0031877
OMIM_600775	Craniosynostosis 4	HP_0000750,HP_0004443,HP_0004442,HP_0004440,HP_0000272,HP_0003593,HP_0011755,HP_0011325,HP_0011800,HP_0011318,HP_0005280,HP_0031987,HP_0000609,HP_0011463,HP_0007099,HP_0011220,HP_0011330,HP_0000316,HP_0002516,HP_0000256,HP_0000278,HP_0000520,HP_0000006
OMIM_263800	Gitelman syndrome	HP_0002321,HP_0001250,HP_0003394,HP_0001251,HP_0003470,HP_0001508,HP_0002917,HP_0001949,HP_0000934,HP_0002615,HP_0001324,HP_0001962,HP_0030083,HP_0002019,HP_0003127,HP_0000017,HP_0004756,HP_0003324,HP_0003621,HP_0003401,HP_0005567,HP_0003201,HP_0002013,HP_0001281,HP_0012378,HP_0002829,HP_0000848,HP_0001959,HP_0000805,HP_0000007,HP_0001954,HP_0001657,HP_0000128,HP_0002900,HP_0000823,HP_0000103,HP_0001510,HP_0002027,HP_0000622
OMIM_613978	Hemoglobin H disease	HP_0011907,HP_0011903,HP_0002240,HP_0001878,HP_0001744
OMIM_146390	Chromosome 18p deletion syndrome	HP_0000286,HP_0001770,HP_0000463,HP_0001552,HP_0001332,HP_0004322,HP_0001252,HP_0000316,HP_0000338,HP_0009466,HP_0002812,HP_0000218,HP_0008734,HP_0003745,HP_0006610,HP_0005989,HP_0000311,HP_0000457,HP_0001249,HP_0000358,HP_0000054,HP_0000692,HP_0000750,HP_0000431,HP_0000133,HP_0001263,HP_0000470,HP_0001518,HP_0000508,HP_0004209,HP_0000400,HP_0000006,HP_0000028,HP_0000347
OMIM_235800	HISTIDINEMIA	HP_0010906,HP_0002927,HP_0000007,HP_0000006,HP_0001249
OMIM_619407	WHIM syndrome 2	HP_0031160,HP_0034284,HP_0011463,HP_0410252,HP_0001636,HP_0000007,HP_0032169
OMIM_616586	Spastic paraplegia 9B, autosomal recessive	HP_0003676,HP_0004322,HP_0002120,HP_0000020,HP_0003593,HP_0000518,HP_0009027,HP_0007024,HP_0001249,HP_0001347,HP_0000016,HP_0003202,HP_0000252,HP_0003621,HP_0001344,HP_0003487,HP_0001288,HP_0001260,HP_0001263,HP_0007371,HP_0001999,HP_0000007,HP_0001258,HP_0001510,HP_0001257,HP_0006886,HP_0002445,HP_0001337
OMIM_156530	Metatropic dysplasia	HP_0003037,HP_0003477,HP_0003510,HP_0003311,HP_0001371,HP_0009381,HP_0034187,HP_0002857,HP_0002810,HP_0002656,HP_0003623,HP_0002751,HP_0003521,HP_0002750,HP_0003562,HP_0000926,HP_0002825,HP_0002869,HP_0002826,HP_0000887,HP_0003911,HP_0002822,HP_0000006,HP_0003015,HP_0003332,HP_0001156,HP_0003375,HP_0008873,HP_0006375,HP_0002834,HP_0002878,HP_0002879,HP_0001989,HP_0000774,HP_0000773,HP_0002831,HP_0002650,HP_0002650,HP_0003025,HP_0002093,HP_0005280,HP_0003180,HP_0010579,HP_0002808,HP_0000904,HP_0002804,HP_0001558,HP_0000348,HP_0002766,HP_0003336
OMIM_612913	Orofaciodigital syndrome XI	HP_0002751,HP_0100259,HP_0000175,HP_0000494,HP_0000431,HP_0003311,HP_0001250,HP_0002020,HP_0000414,HP_0003745,HP_0001249
